id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
3NJG6vMH1ZsectZkocMEm0,0.603,0.725,-3.054,0.0393,0.174,0.0,0.0786,0.304,122.803,239853,4
4cg1yakyRSIOjxKM2I7J1q,0.769,0.632,-4.228,0.0537,0.0325,0.0,0.116,0.294,131.932,176387,9
79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387,0
3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
7zBPzAjKAqQpcv8F8GCq5s,0.779,0.455,-15.025,0.28,0.0542,0.0,0.177,0.197,140.181,153429,0
4rgwri7LajWVZvdj2N81SS,0.943,0.677,-6.033,0.246,0.165,0.0,0.327,0.616,112.001,145760,8
2gwkD6igEhQbDQegRCcdoB,0.876,0.662,-6.482,0.426,0.0608,0.0,0.127,0.844,75.445,163320,8
2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,9
0Y0TOsE1q11qgbi7c5WZsG,0.727,0.599,-6.941,0.327,0.317,0.0,0.219,0.386,167.909,197133,0
1uL78kFWxhz3umTMWJu8n5,0.813,0.528,-6.305,0.313,0.0715,0.0,0.125,0.131,79.532,207039,8
3pndPhlQWjuSoXhcIIdBjv,0.71,0.404,-10.04,0.379,0.484,0.0,0.0953,0.398,139.553,165853,0
4vaxvNDaLSoD36iZX515ug,0.821,0.434,-9.194,0.118,0.434,0.0,0.128,0.241,120.012,187173,9
1Faq8G2y56A8fRv7HsLq25,0.797,0.731,-4.443,0.0479,0.229,0.0,0.224,0.623,146.93,228387,5
5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,-10.179,0.505,0.17,0.0,0.262,0.707,120.04,209640,8
7Ie9W94M7OjPoZVV216Xus,0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.668,114.635,248133,8
6V4KHt9xu4TPEnDFoBeacT,0.734,0.751,-7.26,0.285,0.00529,0.0,0.183,0.56,161.997,159916,0
6R0GRYk2vs2XuBVemYK5YZ,0.493,0.826,-3.106,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974,0
7JYsArznYOjX2jsrT3UEnL,0.635,0.847,-3.152,0.447,0.533,0.0,0.154,0.568,166.072,234650,0
59ywHNwwchG4nZJMLyxSzd,0.919,0.622,-7.384,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,9
3XQY8kDjI8LARMIC9xkxQk,0.611,0.66,-5.883,0.0839,0.198,0.0,0.365,0.583,71.544,246387,9
2eAZfqOm4EnOF9VvN50Tyc,0.703,0.757,-3.612,0.05,0.617,0.0,0.106,0.696,82.008,221747,5
3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,5
6KBYefIoo7KydImq1uUQlL,0.926,0.703,-6.337,0.103,0.0659,0.0,0.231,0.485,125.022,223713,9
5tFep7dXGd7vEJ668wTPux,0.85,0.405,-7.509,0.225,0.119,0.000118,0.0707,0.344,139.976,190312,0
6tO5bxNnMuh1c3cziSpecA,0.849,0.648,-6.188,0.0835,0.0706,0.00636,0.0984,0.195,106.058,111020,9
3dgQqOiQ9fCKVhNOedd2lf,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307,174120,8
7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,-5.26,0.342,0.145,0.0,0.292,0.829,165.995,210800,0
4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,-6.442,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,9
0TlLq3lA83rQOYtrqBqSct,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,9
2YpeDb67231RjR0MgVLzsG,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,157067,5
0SGkqnVQo9KPytSri1H6cF,0.78,0.575,-5.628,0.139,0.106,0.0,0.129,0.273,81.502,222360,9
1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,-4.86,0.0726,0.0319,0.0,0.103,0.257,94.053,169345,9
4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023,267427,0
60PAzFNW3vAiAiVK6DRJfB,0.88,0.443,-6.359,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,1
5A6OHHy73AR5tLxgTc98zz,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,4
71vsEyBd4X1D5BUmLdFSVH,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,209423,0
0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,9
1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,5
2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,7
5RIVoVdkDLEygELLCniZFr,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,185143,5
0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,9
6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,9
6JjEVlMkfHWMeYavkEYzNO,0.798,0.568,-9.072,0.135,0.0213,0.0,0.0586,0.45,148.88,193911,9
7Ezwtgfw7khBrpvaNPtMoT,0.414,0.807,-4.12,0.348,0.0428,0.0,0.822,0.409,175.158,191901,7
0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,240000,8
2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906,239574,9
3swc6WTsr7rl9DqQKQA55C,0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,221440,9
1UMKquW1olreYO1LlLmTqi,0.843,0.538,-8.028,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,9
19OHDib8Jrqi3o2nm5lzdA,0.678,0.479,-6.959,0.206,0.0812,0.0,0.207,0.762,171.12,235632,0
33JcUj9qQDayKswunZP9ar,0.959,0.598,-5.534,0.0713,0.0358,0.0,0.358,0.408,127.029,213000,9
1XRgIKC5TPwo7nWGyKqgG0,0.89,0.633,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,9
0fySG6A6qLE8IvDpayb5bM,0.768,0.652,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,144935,0
49zD0wr2S3d0lZPib0K4e1,0.874,0.568,-5.896,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,0
5uqphUYsR45kPYplrYSAQh,0.859,0.627,-7.91,0.13,0.0388,0.000202,0.101,0.594,142.062,260453,5
27GmP9AWRs744SzKcpJsTZ,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,205879,0
4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,0
0b9oOr2ZgvyQu88wzixux9,0.854,0.463,-6.159,0.137,0.117,0.0,0.354,0.549,120.024,225773,9
1000nHvUdawXuUHgBod4Wv,0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,114893,9
3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,-7.866,0.343,0.279,0.0,0.0836,0.492,150.002,214467,0
18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,-6.862,0.242,0.41,0.0,0.129,0.437,81.039,165926,8
1Ser4X0TKttOvo8bgdytTP,0.689,0.564,-6.226,0.136,0.187,0.0,0.0721,0.123,185.023,212947,0
6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,8
2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,9
59J5nzL1KniFHnU120dQzt,0.785,0.62,-6.667,0.254,0.0138,0.0,0.15,0.478,78.477,235535,8
0uxSUdBrJy9Un0EYoBowng,0.773,0.75,-4.009,0.117,0.109,0.0,0.174,0.783,123.426,220587,5
6gi6y1xwmVszDWkUqab1qw,0.802,0.591,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864,157712,0
0RLLvYBopDwooCyvnTwgYu,0.567,0.515,-10.265,0.247,0.354,0.0,0.078,0.321,120.1,224000,8
3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057,179449,9
1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077,213053,5
1sbEeUY8KsdvgiQi26JBFz,0.803,0.565,-4.711,0.235,0.0558,0.0,0.141,0.474,163.085,200221,0
2U5WueTLIK5WJLD7mvDODv,0.65,0.613,-6.13,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,9
7AzlLxHn24DxjgQX73F9fU,0.652,0.631,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,9
7yyRTcZmCiyzzJlNzGC9Ol,0.886,0.525,-7.39,0.131,0.236,0.0,0.057,0.708,145.99,225205,1
1rkfJLgTlB6XYNjgZ0sVaK,0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,242407,0
6piAUJJQFD8oHDUr0b7l7q,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,179133,0
5rZlwNFl01HqLWBQGryKSm,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,213333,0
5wujBwqG7INdStqGd4tRMX,0.736,0.67,-6.702,0.311,0.186,0.0,0.114,0.845,130.032,169999,8
2u7mxWSeoqTXndK5e08jMp,0.745,0.646,-6.987,0.17,0.157,0.0,0.338,0.46,79.993,203908,9
1ThmUihH9dF8EV08ku5AXN,0.935,0.552,-9.373,0.335,0.111,0.0,0.0952,0.615,99.993,145627,8
07KXEDMj78x68D884wgVEm,0.831,0.499,-8.442,0.114,0.269,0.0,0.3,0.511,97.956,220487,9
1ULa3GfdMKs0MfRpm6xVlu,0.717,0.862,-4.736,0.054,0.00689,0.0,0.321,0.52,130.021,224933,5
1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,-8.932,0.145,0.316,0.0,0.25,0.581,94.148,176960,9
1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,139741,0
5PIfH6BzcmH04RDmtzF0BN,0.851,0.666,-5.334,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,9
30bqVoKjX479ab90a8Pafp,0.585,0.471,-9.934,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,9
4apiNNK0jp9uqn3JDG9My1,0.28,0.821,-2.864,0.111,0.167,0.0,0.139,0.254,181.444,256163,4
5hVghJ4KaYES3BFUATCYn0,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,7
5274I4mUMnYczyeXkGDWZN,0.656,0.542,-7.358,0.323,0.0484,0.0,0.126,0.551,166.111,141587,0
4uhvMW7ly7tJil31YYscAN,0.705,0.609,-5.728,0.0729,0.694,0.0,0.234,0.718,140.058,199993,1
1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,-9.682,0.0688,0.334,0.0,0.126,0.235,140.004,222997,9
2toVe5hfuIi97ytDPDbQFt,0.866,0.613,-6.385,0.151,0.0293,0.0,0.104,0.359,98.001,229210,9
343YBumqHu19cGoGARUTsd,0.928,0.481,-9.35,0.287,0.105,0.0,0.176,0.613,134.007,210937,8
6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,-9.104,0.0803,0.457,0.0,0.128,0.352,149.937,230400,9
2XHzzp1j4IfTNp1FTn7YFg,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053,9
3J8EOeKLTLXORtWPpOU5bE,0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,9
3gruCKVuhCsRjs3a3dG8CA,0.687,0.336,-10.748,0.0456,0.0755,0.0,0.126,0.215,85.828,219270,9
03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,9
527k23H0A4Q0UJN3vGs0Da,0.629,0.692,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,7
7M2tXmeS15NAzEn7ABFeBg,0.694,0.759,-5.667,0.398,0.137,0.0,0.167,0.77,140.055,245387,0
5MPPttjfGap2C6j6eKcO6J,0.97,0.463,-7.259,0.366,0.0957,0.0,0.151,0.46,108.003,142417,8
79XrkTOfV1AqySNjVlygpW,0.747,0.571,-7.916,0.478,0.38,0.0,0.534,0.553,172.104,181933,0
22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034,162547,9
0dbZ2iUuKvsm3FupBw6M9N,0.802,0.582,-7.296,0.235,0.126,0.0,0.161,0.338,150.002,186613,0
0fujQqs6ybS47td4sEwPcA,0.875,0.484,-3.506,0.496,0.109,0.0,0.1,0.228,138.962,187324,0
2r6OAV3WsYtXuXjvJ1lIDi,0.905,0.647,-5.065,0.107,0.0187,0.0,0.282,0.367,130.97,190534,9
0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,-9.931,0.31,0.588,0.0,0.102,0.0727,88.031,208293,8
4tqcoej1zPvwePZCzuAjJd,0.495,0.722,-8.108,0.357,0.0697,0.0,0.113,0.539,175.627,239267,0
4PYfFHKfjYz6dwAtZhBy1z,0.746,0.825,-4.457,0.0435,0.192,0.0,0.365,0.904,143.062,108651,5
3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,5
32lItqlMi4LBhb4k0BaSaC,0.664,0.667,-5.941,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,0
0pSBuHjILhNEo55xK1zrRt,0.804,0.886,-2.512,0.04,0.0837,0.0,0.266,0.789,144.946,238587,5
3U21A07gAloCc4P7J8rxcn,0.925,0.31,-6.531,0.291,0.123,0.0,0.0931,0.291,121.927,145507,8
1H7KnK26kc1YyellpbINEn,0.49,0.618,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600,9
127QTOFJsJQp5LbJbu3A1y,0.834,0.454,-9.75,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,8
0dIoGTQXDh1wVnhIiSyYEa,0.908,0.524,-7.955,0.181,0.00111,0.000678,0.383,0.109,138.015,224285,9
51Fjme0JiitpyXKuyQiCDo,0.843,0.39,-7.899,0.0846,0.178,0.0,0.137,0.495,129.972,160627,9
4ea9w8c4ROqiZpJVhfBA3m,0.845,0.631,-8.206,0.216,0.188,0.0,0.0806,0.545,111.983,279907,8
2ujbOwvdiH020TO5EucGiX,0.922,0.573,-5.161,0.277,0.131,0.0,0.305,0.66,93.929,230053,8
2eU63GLRBeMOszGRTCEE9E,0.761,0.835,-3.076,0.0425,0.031,1.44e-06,0.387,0.766,91.524,284907,5
00twZviPonMhKWN60B3l0F,0.814,0.746,-4.426,0.239,0.167,0.00115,0.0631,0.526,93.405,267933,8
7iL6o9tox1zgHpKUfh9vuC,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467,8
33ZXjLCpiINn8eQIDYEPTD,0.763,0.786,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507,8
5EEOjaJyWvfMglmEwf9bG3,0.832,0.588,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,250868,8
3a5sW7rqY5b5WDdANvSHxD,0.863,0.883,-3.885,0.123,0.0384,0.000569,0.0511,0.859,99.247,246667,5
0trHOzAhNpGCsGBEu7dOJo,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,293973,5
4j8rtQdkL8iXIgaraXjbs4,0.492,0.805,-5.425,0.329,0.01,0.0,0.272,0.264,93.694,232600,8
1tVxrANBjP0W5wt6fK3VkH,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226987,8
2MuJbBWAVewREJmB8WdGJ3,0.78,0.754,-5.377,0.0952,0.135,0.034,0.0467,0.81,82.394,260307,5
6yr8GiTHWvFfi4o6Q5ebdT,0.551,0.851,-3.277,0.197,0.0748,0.0,0.0784,0.1,171.411,297893,4
7m09XGYgt18A7GyxgFWWKh,0.613,0.577,-8.01,0.458,0.0234,5.77e-05,0.381,0.745,127.926,208533,0
2g8HN35AnVGIk7B8yMucww,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747,8
6ijxg6Xglae8LfsR8eP5x2,0.766,0.889,-4.35,0.102,0.184,1.25e-05,0.144,0.933,169.084,215200,5
4TY4VeLpmiNY9otITGA8sn,0.652,0.671,-5.376,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,7
4IYKjN1DrYzxKXt0umJqsG,0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,253533,0
0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,270507,8
6ah3sZ7zNIX17bqPJJGd3N,0.39,0.6,-11.0,0.315,0.222,0.0,0.331,0.668,81.762,233378,8
7burCKJdWHtTgzJws2RddP,0.491,0.89,-5.897,0.43,0.00792,0.0,0.11,0.434,88.514,234453,8
1OKPQF7iS8TVxY4gwvBZ3n,0.768,0.806,-1.406,0.195,0.261,0.0,0.0785,0.927,88.024,240800,5
60WcXjimfbhk6T0gj1Eufg,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,206400,8
70FCugJxa7XW04Np6iYJdI,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,8
2xTft6GEZeTyWNpdX94rkf,0.873,0.719,-5.948,0.248,0.03,0.0,0.333,0.858,93.281,307773,8
5A6OHHy73AR5tLxgTc98zz,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,4
0RMr1YqH6Mv6HeklKsl76e,0.575,0.905,-2.372,0.338,0.253,0.0,0.269,0.753,110.165,270973,8
1fLibtVj3MrNTwRZq5yUOs,0.748,0.767,-7.806,0.172,0.0267,0.0,0.334,0.519,133.929,222200,0
2kQuhkFX7uSVepCD3h29g5,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,212360,5
5Bdoo7LrNuTlOPYx6w7ORW,0.538,0.73,-3.426,0.276,0.0171,0.0,0.103,0.083,87.022,258667,9
5pBvNeOAJ54zgd5lEOmM3b,0.919,0.657,-2.823,0.0907,0.00293,0.0,0.356,0.659,112.23,291213,5
6cL3n6n5EtT9tJtnQLBsop,0.731,0.566,-9.704,0.299,0.567,0.0003,0.0848,0.365,128.088,175562,8
0svl7cK07gK1ia5ainczU5,0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,231240,8
449Nm0G5tEHZzUT8xC1tXP,0.867,0.545,-12.067,0.0496,0.107,0.894,0.135,0.751,130.03,205147,10
5YZP2srNeFSP9HbQVE5AyE,0.694,0.663,-3.771,0.0458,0.18,1.31e-06,0.202,0.331,104.063,159231,9
4GJb5L1nvOZmuIJAmye9GT,0.682,0.789,-5.01,0.488,0.0231,0.0,0.323,0.575,173.015,177907,0
2NeHnSFnwNp1Z5WYgcjJ8L,0.678,0.857,-5.173,0.216,0.0325,0.0,0.0788,0.622,94.95,219253,8
4flipJpCgmVOtMxW419Exl,0.722,0.665,-4.495,0.196,0.214,0.0,0.321,0.309,146.899,195918,0
4rBeyPYCDHTsnhOfbAgcOS,0.694,0.835,-4.994,0.0415,0.262,0.0,0.478,0.874,91.036,84608,7
40QMhVUcE2iGVoPWLqVFF4,0.687,0.747,-6.533,0.225,0.0103,1.3e-06,0.164,0.207,113.083,136704,9
7sZqaTjjUJl1aZBCgVGeDi,0.775,0.636,-7.302,0.247,0.628,4.22e-05,0.144,0.756,87.98,196365,8
3WBr0m6wpdV1do571jZ1pa,0.924,0.684,-6.971,0.186,0.0316,0.0,0.0858,0.552,95.98,170058,8
04Uahy9Xc8NHopiPywhDlU,0.589,0.795,-4.58,0.0943,0.0303,0.0,0.559,0.645,86.135,123312,7
2VeMoK7o7igDbjJZJzHdeD,0.805,0.708,-12.19,0.344,0.572,3.06e-05,0.127,0.614,140.021,178286,0
4xZtN0jf0FSenbv7yftYuS,0.823,0.541,-8.103,0.0783,0.0574,0.0,0.103,0.255,120.026,212000,9
0MbFSWMOKWRhRh3h4HoW8f,0.898,0.35,-8.7,0.172,0.00489,0.125,0.0699,0.164,120.016,198118,9
1owSptbTBpLAU0BoBiCIEr,0.844,0.81,-4.822,0.199,0.052,0.0,0.115,0.404,153.979,204330,0
1Yko6USyjFHYjbmnAd6DoX,0.54,0.799,-6.002,0.102,0.0411,0.0,0.43,0.723,143.951,120687,7
5CdLgOenIJogqZzoujIMUO,0.538,0.558,-9.802,0.0586,0.00547,0.142,0.0994,0.0797,165.075,192051,4
5wCg4479pi8DAhN3SujMXA,0.553,0.889,-5.158,0.416,0.396,0.0,0.346,0.738,81.531,226795,8
18qcV8ddnzXOCcWrTeUqZB,0.607,0.719,-9.828,0.0787,0.0814,0.0341,0.463,0.0693,125.134,199690,7
0F757igcG2tnxEjiO9ZKCZ,0.66,0.61,-9.951,0.446,0.056,0.0,0.158,0.363,94.115,144000,8
7vwkKw2Xd7Pks1X712Au0T,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,5
3hnwI9X0fgitO3CljHzh2M,0.78,0.657,-7.149,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173,0
1MYlx4dBtiyjn7K8YSyfzT,0.947,0.655,-4.243,0.0609,0.0331,0.0,0.0433,0.787,104.485,284800,5
6mcu7D7QuABVwUGDwovOEh,0.886,0.626,-2.528,0.277,0.265,0.0,0.024,0.856,93.989,196627,8
25L1FHPzIUawXGIJwuo4Cm,0.803,0.855,-3.369,0.246,0.142,0.0,0.299,0.345,87.317,291120,8
6HHytHLXLX8QfWTtGfFSvH,0.892,0.628,-3.832,0.216,0.169,0.0,0.102,0.676,92.063,266067,8
59q0gDvWPoL2DQ1SAt5ZLY,0.67,0.788,-2.43,0.0445,0.00225,0.0,0.11,0.292,82.498,179467,9
0fLILzjVXRCLC0lsNKcQ8I,0.677,0.698,-5.793,0.352,0.0935,0.0,0.0511,0.83,78.443,288573,8
20LxTsa6936zOlzTWqoPVt,0.92,0.891,-2.398,0.253,0.0313,0.0,0.083,0.311,95.295,161600,8
7w9bgPAmPTtrkt2v16QWvQ,0.701,0.728,-4.554,0.255,0.00971,0.00115,0.361,0.0591,171.388,326467,0
4XoP1AkbOurU9CeZ2rMEz2,0.869,0.687,-6.816,0.263,0.0208,1e-06,0.114,0.668,96.006,233787,8
2c5Isyd07hWsl7AQia2Dig,0.615,0.871,-3.804,0.281,0.0388,0.0,0.246,0.338,119.149,249560,0
0Zh5U48tZNeAzzLTV1CVBE,0.925,0.737,-1.292,0.0777,0.092,0.0,0.169,0.603,133.946,222240,5
6KIKRz9eSTXdNsGUnomdtW,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,0.418,102.848,258688,9
5ByAIlEEnxYdvpnezg7HTX,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760,8
3qX1dqmDdmMvvfMVfsx4Bh,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,7
5n8Aro6j1bEGIy7Tpo7FV7,0.859,0.75,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691,345717,8
3hQCHzkE5oSA3F1xM8bpcM,0.502,0.652,-7.224,0.3,0.0848,0.0,0.0675,0.648,136.08,254093,0
4Tjg4jsELqr8cSgwDZ4twe,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760,8
6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,0
1PS1QMdUqOal0ai3Gt7sDQ,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,8
7lQWRAjyhTpCWFC0jmclT4,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,9
1pOIpxfrQ8AszXZdKR3aH3,0.894,0.698,-8.264,0.275,0.0279,3.56e-06,0.329,0.695,98.104,336917,8
27AHAtAirQapVldIm4c9ZX,0.749,0.745,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,9
4INDiWSKvqSKDEu7mh8HFz,0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,5
4PmMVdIFpJTB9WQbmILf4p,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,8
69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,8
0nCPBjS9t9TkXGIvmgy6c7,0.879,0.81,-6.286,0.151,0.176,0.00386,0.0582,0.929,138.054,283067,5
3NPH5DipWSKLdlfGpp6oGP,0.776,0.943,-2.559,0.257,0.105,0.0,0.212,0.695,119.858,237347,5
7jLbTp3qZzah9kMIdW8e5M,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053,5
2QpGZOhTCHHiKmpSO9FW4h,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,0
4l59QWcA9F9qqvNc5pwDtL,0.383,0.69,-5.299,0.452,0.0259,0.0,0.422,0.242,70.929,372707,8
7fXb8yG4gCsioqzJNZOv69,0.537,0.948,-3.08,0.38,0.158,0.0,0.356,0.761,186.057,286267,0
5ngSGTy4Tw8cIBCMeIgoc9,0.755,0.604,-5.436,0.417,0.382,0.0,0.125,0.663,98.458,224107,8
6V8Yd5ml1xWojWRMdb1V9S,0.72,0.53,-7.436,0.178,0.0741,0.0,0.201,0.369,71.985,386907,9
3ZfACixzMNAbRcpGwEkLRe,0.366,0.667,-5.683,0.246,0.00212,0.0,0.398,0.51,76.627,217520,7
4qh3Aa5yHLCk17Je9Ms0Qz,0.602,0.437,-12.25,0.285,0.0263,3.26e-06,0.37,0.238,170.024,204464,0
04wE70zoYM5Pckgw36dWBq,0.86,0.674,-5.878,0.339,0.0912,0.00159,0.0322,0.592,77.005,238467,8
5Sm1X46tna50RstHZvw072,0.869,0.697,-4.639,0.187,0.00838,0.0,0.297,0.804,95.03,234533,5
5UbJK7IHuc6BSZCwagzp3L,0.525,0.933,-4.673,0.356,0.159,0.000241,0.311,0.457,122.631,223720,0
20fBuVybkHgjF6vNhSMROD,0.801,0.908,-6.554,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387,8
1SWVDBtw6h3tm9OehOkDhv,0.772,0.821,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,244200,8
4dK00wCxlqWEeN8BoM1BHT,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,297520,4
4Li2WHPkuyCdtmokzW2007,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333,0
65iyI1iybyv5ecsfBHSdUf,0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,95.05,293053,7
